GMTDateTime,X,Y
12/10/15 02:34,45.0328154,-93.02603624
12/10/15 02:34,45.03286266,-93.02603624
12/10/15 02:34,45.03286266,-93.02603624
12/10/15 02:35,45.03304247,-93.02603493
12/10/15 17:57,44.99927064,-93.03791429
12/10/15 02:35,45.03317455,-93.02602098
12/10/15 02:35,45.03299324,-93.02605868
12/10/15 17:58,44.99929897,-93.04483468
12/10/15 02:35,45.0329203,-93.02603589
12/10/15 02:35,45.03222855,-93.02604842
12/10/15 02:35,45.0321676,-93.02604489
12/10/15 02:35,45.03210266,-93.02604081
12/10/15 02:36,45.03185902,-93.02629729
12/10/15 02:36,45.03206611,-93.0260342
12/10/15 02:36,45.03212175,-93.0260365
12/10/15 02:36,45.03223713,-93.02603514
12/10/15 02:36,45.03217769,-93.02603789
12/10/15 02:36,45.03273515,-93.02601884
12/10/15 02:36,45.03280223,-93.02601643
12/10/15 02:36,45.0328669,-93.02601752
12/10/15 02:46,45.03298362,-93.02605546
12/10/15 18:10,45.00416285,-93.0205979
12/10/15 02:46,45.03292721,-93.02603732
12/10/15 02:47,45.02836037,-93.0254805
12/10/15 02:47,45.02831172,-93.02547365
12/10/15 02:47,45.02820774,-93.02546652
12/10/15 02:50,45.02638852,-93.02538254
12/10/15 02:50,45.02638913,-93.0253854
12/10/15 02:54,45.02639524,-93.02539467
12/10/15 02:56,45.02639709,-93.02539966
12/10/15 02:56,45.02639695,-93.02539983
12/10/15 02:57,45.0264002,-93.02540141
12/10/15 02:57,45.02640349,-93.02540311
12/10/15 03:01,45.02640971,-93.02540581
12/10/15 03:01,45.02641053,-93.02540285
12/10/15 03:03,45.02641113,-93.02540382
12/10/15 03:04,45.02641355,-93.0254086
12/10/15 03:07,45.02641517,-93.02540282
12/10/15 03:07,45.02641505,-93.02540279
12/10/15 03:07,45.02641492,-93.02540287
12/10/15 03:23,45.02850459,-93.02438018
12/10/15 03:24,45.02850459,-93.02438018
12/10/15 03:55,45.0154445,-93.01995721
12/10/15 03:56,45.00664667,-93.02522808
12/10/15 03:57,45.00421031,-93.02064083
12/10/15 19:12,45.00646394,-93.03353373
12/10/15 03:57,45.00413661,-93.02060405
12/10/15 04:33,45.00712469,-93.02291899
12/10/15 05:01,45.00788767,-93.02261888
12/10/15 05:13,45.00697221,-93.02267561
12/10/15 05:21,45.00766706,-93.02298644
12/10/15 05:23,45.00725026,-93.02271299
12/10/15 05:25,45.00724355,-93.02271367
12/10/15 05:25,45.00724351,-93.02271478
12/10/15 05:30,45.00724635,-93.02271559
12/10/15 05:34,45.00724953,-93.02271001
12/10/15 05:35,45.00725002,-93.02270927
12/10/15 05:42,45.00725604,-93.02271003
12/10/15 05:43,45.00725603,-93.02271016
12/10/15 05:44,45.00413819,-93.0205974
12/10/15 05:44,45.00410671,-93.02057512
12/10/15 05:59,45.00388602,-93.02026274
12/10/15 06:42,44.99555497,-93.02011532
12/10/15 06:53,45.00421057,-93.02061361
12/10/15 06:53,45.00414611,-93.02058047
12/10/15 06:53,45.00412767,-93.02056959
12/10/15 07:56,44.99457126,-93.02534824
12/10/15 07:57,44.99435376,-93.02534181
12/10/15 07:59,44.99916596,-93.03164932
12/10/15 08:01,45.00124227,-93.04569215
12/10/15 08:02,45.00784584,-93.04567448
12/10/15 08:06,45.00411725,-93.02059377
12/10/15 08:06,45.00410084,-93.02058381
12/10/15 08:24,44.99411963,-93.04569409
12/10/15 08:25,45.00045382,-93.04569858
12/10/15 08:26,45.00721366,-93.0457137
12/10/15 08:35,44.99908203,-93.10335926
12/10/15 08:46,45.03594584,-93.01512166
12/10/15 08:46,45.03604809,-93.01512951
12/10/15 08:47,45.03607375,-93.015129
12/10/15 08:58,45.03628619,-93.01514363
12/10/15 08:58,45.0363217,-93.01514535
12/10/15 09:19,45.01075458,-93.04672685
12/10/15 10:12,45.00419598,-93.02069382
12/10/15 10:12,45.00414214,-93.02066338
12/10/15 11:39,45.0038476,-93.02027002
12/10/15 15:12,45.0064893,-93.04011223
12/10/15 15:12,45.00663575,-93.04115332
12/10/15 15:12,45.00725001,-93.042833
12/10/15 15:12,45.00783809,-93.04441417
12/10/15 15:12,45.00825632,-93.0456127
12/10/15 15:13,45.010264,-93.04600514
12/10/15 15:13,45.01036173,-93.04628906
12/10/15 15:13,45.01065263,-93.04612701
12/10/15 15:14,45.0108707,-93.04618383
12/10/15 15:16,45.01369945,-93.04476434
12/10/15 15:16,45.01222374,-93.03904403
12/10/15 15:17,45.01193689,-93.03800947
12/10/15 15:17,45.01193738,-93.03749231
12/10/15 15:17,45.01223464,-93.03539981
12/10/15 15:17,45.0128607,-93.03541197
12/10/15 15:17,45.01483356,-93.03544123
12/10/15 15:18,45.02086816,-93.03544314
12/10/15 15:18,45.02338094,-93.03550904
12/10/15 15:18,45.02451241,-93.03552926
12/10/15 15:19,45.02799606,-93.03168829
12/10/15 15:20,45.02796181,-93.02720125
12/10/15 15:20,45.02794668,-93.02590772
12/10/15 15:20,45.02902911,-93.02021864
12/10/15 15:21,45.03172397,-93.01918931
12/10/15 15:21,45.03204593,-93.01918175
12/10/15 15:21,45.03208718,-93.01918209
